filename,angle
1628.jpg,2.73
1629.jpg,337.35
1630.jpg,4.1
1631.jpg,15.32
1632.jpg,87.37
1633.jpg,321.63
1634.jpg,331.95
1635.jpg,3.52
1636.jpg,5.0
1637.jpg,348.98
1638.jpg,7.36
1639.jpg,341.38
1640.jpg,4.75
1641.jpg,276.79
1642.jpg,324.82
1643.jpg,349.51
1644.jpg,358.08
1645.jpg,130.8
1646.jpg,340.64
1647.jpg,279.68
1648.jpg,302.77
1649.jpg,1.19
1650.jpg,3.18
1651.jpg,359.81
1652.jpg,10.79
1653.jpg,17.97
1654.jpg,2.3
1655.jpg,103.39
1656.jpg,39.37
1657.jpg,38.22
1658.jpg,53.15
1659.jpg,62.12
1660.jpg,3.09
1661.jpg,36.17
1662.jpg,60.36
1663.jpg,90.1
1664.jpg,282.69
1665.jpg,26.23
1666.jpg,342.06
1667.jpg,61.92
1668.jpg,241.53
1669.jpg,55.44
1671.jpg,89.27
1672.jpg,1.18
1673.jpg,341.0
1674.jpg,4.01
1675.jpg,0.39
1676.jpg,324.33
1677.jpg,17.25
1678.jpg,27.69
1679.jpg,26.53
1680.jpg,350.67
1681.jpg,355.36
1682.jpg,85.39
1683.jpg,314.25
1684.jpg,306.59
1685.jpg,335.81
1686.jpg,2.14
1687.jpg,17.04
1688.jpg,339.01
1689.jpg,25.73
1690.jpg,16.31
1691.jpg,53.11
1692.jpg,353.99
1693.jpg,335.51
1694.jpg,271.85
1695.jpg,12.72
1697.jpg,306.58
1698.jpg,323.21
1699.jpg,44.38
1700.jpg,91.57
1701.jpg,267.78
1702.jpg,10.29
1703.jpg,290.43
1704.jpg,33.29
1705.jpg,5.66
1706.jpg,333.1
1707.jpg,82.75
1708.jpg,1.44
1709.jpg,8.43
1710.jpg,21.32
1711.jpg,16.43
1712.jpg,166.02
1713.jpg,10.25
1714.jpg,343.15
1715.jpg,5.18
1716.jpg,14.83
1717.jpg,356.55
1718.jpg,22.14
1719.jpg,2.02
1720.jpg,2.7
1721.jpg,356.31
1722.jpg,1.67
1723.jpg,337.9
1724.jpg,12.69
1725.jpg,353.36
1726.jpg,279.57
1727.jpg,290.33
1728.jpg,21.07
1729.jpg,22.82
1730.jpg,286.36
1731.jpg,3.47
1733.jpg,34.89
1734.jpg,92.17
1737.jpg,184.97
1741.jpg,301.75
1742.jpg,325.44
1743.jpg,276.09
1744.jpg,2.1
1745.jpg,3.27
1746.jpg,7.13
1747.jpg,147.25
1748.jpg,359.88
1749.jpg,311.4
1750.jpg,56.96
1751.jpg,346.23
1752.jpg,43.27
1753.jpg,2.1
1754.jpg,275.3
1755.jpg,40.39
1756.jpg,5.21
1757.jpg,5.75
1758.jpg,308.74
1759.jpg,2.72
1761.jpg,317.49
1762.jpg,115.93
1763.jpg,291.26
1764.jpg,1.05
1765.jpg,314.76
1766.jpg,7.51
1767.jpg,40.88
1768.jpg,5.16
1770.jpg,307.19
1771.jpg,39.14
1774.jpg,76.65
1775.jpg,2.76
1776.jpg,48.79
1777.jpg,0.84
1778.jpg,7.04
1779.jpg,326.72
1780.jpg,6.09
1781.jpg,62.3
1782.jpg,270.17
1783.jpg,2.43
1784.jpg,359.28
1785.jpg,9.2
1786.jpg,5.98
1787.jpg,349.86
1788.jpg,360.0
1789.jpg,334.5
1790.jpg,33.4
1791.jpg,10.88
1792.jpg,0.17
1793.jpg,354.03
1794.jpg,347.95
1796.jpg,70.78
1797.jpg,353.87
1798.jpg,98.67
1799.jpg,343.9
1800.jpg,29.63
1801.jpg,276.35
1802.jpg,3.21
1803.jpg,34.98
1804.jpg,7.81
1806.jpg,20.61
1807.jpg,46.99
1808.jpg,182.78
1809.jpg,166.14
1810.jpg,25.46
1811.jpg,8.88
1812.jpg,347.34
1813.jpg,359.05
1814.jpg,34.92
1816.jpg,21.94
1817.jpg,36.19
1818.jpg,344.76
1819.jpg,7.4
1820.jpg,173.36
1824.jpg,357.79
1825.jpg,148.09
1826.jpg,355.97
1830.jpg,359.68
1831.jpg,352.1
1833.jpg,275.36
1834.jpg,21.71
1835.jpg,12.23
1836.jpg,137.98
1837.jpg,353.49
1838.jpg,278.39
1839.jpg,87.28
1840.jpg,5.39
1841.jpg,55.27
1843.jpg,140.3
1845.jpg,352.62
1846.jpg,1.1
1847.jpg,78.95
1848.jpg,354.65
1849.jpg,13.95
1850.jpg,33.83
1851.jpg,86.0
1852.jpg,0.48
1853.jpg,351.22
1854.jpg,351.0
1855.jpg,351.56
1856.jpg,272.85
1857.jpg,100.33
1858.jpg,93.98
1859.jpg,3.92
1860.jpg,37.32
1861.jpg,266.65
1862.jpg,107.19
1863.jpg,272.05
1864.jpg,354.56
1865.jpg,349.59
1866.jpg,357.52
1867.jpg,11.37
1868.jpg,30.2
1869.jpg,356.98
1870.jpg,74.8
1871.jpg,339.94
1874.jpg,273.0
1875.jpg,153.16
1877.jpg,3.39
1878.jpg,101.21
1879.jpg,280.89
1880.jpg,0.34
1881.jpg,344.41
1882.jpg,5.66
1884.jpg,37.29
1885.jpg,152.77
1886.jpg,3.76
1887.jpg,5.31
1888.jpg,1.5
1889.jpg,42.2
1890.jpg,2.41
1891.jpg,180.82
1892.jpg,336.62
1893.jpg,300.93
1894.jpg,117.01
1895.jpg,8.82
1896.jpg,83.72
1897.jpg,4.56
1898.jpg,28.56
1899.jpg,292.3
1901.jpg,344.35
1902.jpg,328.18
1903.jpg,283.23
1904.jpg,5.57
1905.jpg,174.43
1906.jpg,5.8
1907.jpg,6.26
1908.jpg,43.65
1912.jpg,330.53
1913.jpg,152.68
1914.jpg,1.33
1915.jpg,181.67
1916.jpg,278.77
1917.jpg,336.61
1918.jpg,5.75
1919.jpg,0.59
1920.jpg,272.49
1921.jpg,267.35
1922.jpg,265.75
1923.jpg,356.37
1924.jpg,268.83
1926.jpg,80.06
1927.jpg,100.92
1929.jpg,353.69
1930.jpg,278.2
1931.jpg,359.36
1932.jpg,279.99
1933.jpg,276.46
1936.jpg,22.34
1937.jpg,35.62
1938.jpg,355.06
1939.jpg,86.84
1940.jpg,79.77
1941.jpg,358.3
1942.jpg,5.98
1944.jpg,3.17
1946.jpg,94.24
1947.jpg,354.97
1951.jpg,22.96
1952.jpg,21.02
1953.jpg,4.17
1954.jpg,338.29
1956.jpg,312.23
1957.jpg,246.16
1958.jpg,333.47
1959.jpg,35.01
1962.jpg,87.33
1963.jpg,35.32
1964.jpg,6.9
1965.jpg,100.49
1966.jpg,146.88
1967.jpg,343.24
1969.jpg,175.14
1972.jpg,28.42
1973.jpg,99.13
1974.jpg,267.47
1975.jpg,195.19
1976.jpg,80.77
1978.jpg,91.48
1981.jpg,18.65
1983.jpg,279.33
1984.jpg,277.0
1985.jpg,326.33
1986.jpg,331.91
1987.jpg,51.32
1988.jpg,259.25
1989.jpg,1.97
1990.jpg,86.02
1991.jpg,3.73
1992.jpg,5.74
1993.jpg,6.09
1994.jpg,5.32
1996.jpg,6.96
1997.jpg,4.87
1998.jpg,280.37
1999.jpg,7.03
2000.jpg,18.55
